C-TUM_ICD10_3ST-0;C-BERJ-0;C-BUNDESLAND-0;C-KRE_GESCHLECHT-0;F-KRE
TUM_ICD10_3ST-C34;BERJ-2001;BUNDESLAND-3;GESCHLECHT-2;187
TUM_ICD10_3ST-C34;BERJ-2001;BUNDESLAND-4;GESCHLECHT-1;377
TUM_ICD10_3ST-C34;BERJ-2001;BUNDESLAND-4;GESCHLECHT-2;153
TUM_ICD10_3ST-C34;BERJ-2001;BUNDESLAND-5;GESCHLECHT-1;142
TUM_ICD10_3ST-C34;BERJ-2001;BUNDESLAND-5;GESCHLECHT-2;46
TUM_ICD10_3ST-C34;BERJ-2001;BUNDESLAND-6;GESCHLECHT-1;349
TUM_ICD10_3ST-C34;BERJ-2001;BUNDESLAND-6;GESCHLECHT-2;152
TUM_ICD10_3ST-C34;BERJ-2001;BUNDESLAND-7;GESCHLECHT-1;214
TUM_ICD10_3ST-C34;BERJ-2001;BUNDESLAND-7;GESCHLECHT-2;100
TUM_ICD10_3ST-C34;BERJ-2001;BUNDESLAND-8;GESCHLECHT-1;93
TUM_ICD10_3ST-C34;BERJ-2001;BUNDESLAND-8;GESCHLECHT-2;38
TUM_ICD10_3ST-C34;BERJ-2001;BUNDESLAND-9;GESCHLECHT-1;579
TUM_ICD10_3ST-C34;BERJ-2001;BUNDESLAND-9;GESCHLECHT-2;344
TUM_ICD10_3ST-C34;BERJ-2002;BUNDESLAND-1;GESCHLECHT-1;106
TUM_ICD10_3ST-C34;BERJ-2002;BUNDESLAND-1;GESCHLECHT-2;27
TUM_ICD10_3ST-C34;BERJ-2002;BUNDESLAND-2;GESCHLECHT-1;178
TUM_ICD10_3ST-C34;BERJ-2002;BUNDESLAND-2;GESCHLECHT-2;90
TUM_ICD10_3ST-C34;BERJ-2002;BUNDESLAND-3;GESCHLECHT-1;531
TUM_ICD10_3ST-C34;BERJ-2002;BUNDESLAND-3;GESCHLECHT-2;244
TUM_ICD10_3ST-C34;BERJ-2002;BUNDESLAND-4;GESCHLECHT-1;408
TUM_ICD10_3ST-C34;BERJ-2002;BUNDESLAND-4;GESCHLECHT-2;174
TUM_ICD10_3ST-C34;BERJ-2002;BUNDESLAND-5;GESCHLECHT-1;138
TUM_ICD10_3ST-C34;BERJ-2002;BUNDESLAND-5;GESCHLECHT-2;65
TUM_ICD10_3ST-C34;BERJ-2002;BUNDESLAND-6;GESCHLECHT-1;342
TUM_ICD10_3ST-C34;BERJ-2002;BUNDESLAND-6;GESCHLECHT-2;154
TUM_ICD10_3ST-C34;BERJ-2002;BUNDESLAND-7;GESCHLECHT-1;248
TUM_ICD10_3ST-C34;BERJ-2002;BUNDESLAND-7;GESCHLECHT-2;103
TUM_ICD10_3ST-C34;BERJ-2002;BUNDESLAND-8;GESCHLECHT-1;99
TUM_ICD10_3ST-C34;BERJ-2002;BUNDESLAND-8;GESCHLECHT-2;37
TUM_ICD10_3ST-C34;BERJ-2002;BUNDESLAND-9;GESCHLECHT-1;604
TUM_ICD10_3ST-C34;BERJ-2002;BUNDESLAND-9;GESCHLECHT-2;333
TUM_ICD10_3ST-C34;BERJ-2003;BUNDESLAND-1;GESCHLECHT-1;96
TUM_ICD10_3ST-C34;BERJ-2003;BUNDESLAND-1;GESCHLECHT-2;30
TUM_ICD10_3ST-C34;BERJ-2003;BUNDESLAND-2;GESCHLECHT-1;214
TUM_ICD10_3ST-C34;BERJ-2003;BUNDESLAND-2;GESCHLECHT-2;89
TUM_ICD10_3ST-C34;BERJ-2003;BUNDESLAND-3;GESCHLECHT-1;501
TUM_ICD10_3ST-C34;BERJ-2003;BUNDESLAND-3;GESCHLECHT-2;230
TUM_ICD10_3ST-C34;BERJ-2003;BUNDESLAND-4;GESCHLECHT-1;413
TUM_ICD10_3ST-C34;BERJ-2003;BUNDESLAND-4;GESCHLECHT-2;160
TUM_ICD10_3ST-C34;BERJ-2003;BUNDESLAND-5;GESCHLECHT-1;155
TUM_ICD10_3ST-C34;BERJ-2003;BUNDESLAND-5;GESCHLECHT-2;53
TUM_ICD10_3ST-C34;BERJ-2003;BUNDESLAND-6;GESCHLECHT-1;387
TUM_ICD10_3ST-C34;BERJ-2003;BUNDESLAND-6;GESCHLECHT-2;160
TUM_ICD10_3ST-C34;BERJ-2003;BUNDESLAND-7;GESCHLECHT-1;226
TUM_ICD10_3ST-C34;BERJ-2003;BUNDESLAND-7;GESCHLECHT-2;89
TUM_ICD10_3ST-C34;BERJ-2003;BUNDESLAND-8;GESCHLECHT-1;126
TUM_ICD10_3ST-C34;BERJ-2003;BUNDESLAND-8;GESCHLECHT-2;43
TUM_ICD10_3ST-C34;BERJ-2003;BUNDESLAND-9;GESCHLECHT-1;595
TUM_ICD10_3ST-C34;BERJ-2003;BUNDESLAND-9;GESCHLECHT-2;385
TUM_ICD10_3ST-C34;BERJ-2004;BUNDESLAND-1;GESCHLECHT-1;90
TUM_ICD10_3ST-C34;BERJ-2004;BUNDESLAND-1;GESCHLECHT-2;39
TUM_ICD10_3ST-C34;BERJ-2004;BUNDESLAND-2;GESCHLECHT-1;214
TUM_ICD10_3ST-C34;BERJ-2004;BUNDESLAND-2;GESCHLECHT-2;83
TUM_ICD10_3ST-C34;BERJ-2004;BUNDESLAND-3;GESCHLECHT-1;574
TUM_ICD10_3ST-C34;BERJ-2004;BUNDESLAND-3;GESCHLECHT-2;257
TUM_ICD10_3ST-C34;BERJ-2004;BUNDESLAND-4;GESCHLECHT-1;418
TUM_ICD10_3ST-C34;BERJ-2004;BUNDESLAND-4;GESCHLECHT-2;192
TUM_ICD10_3ST-C34;BERJ-2004;BUNDESLAND-5;GESCHLECHT-1;124
TUM_ICD10_3ST-C34;BERJ-2004;BUNDESLAND-5;GESCHLECHT-2;67
TUM_ICD10_3ST-C34;BERJ-2004;BUNDESLAND-6;GESCHLECHT-1;380
TUM_ICD10_3ST-C34;BERJ-2004;BUNDESLAND-6;GESCHLECHT-2;175
TUM_ICD10_3ST-C34;BERJ-2004;BUNDESLAND-7;GESCHLECHT-1;205
TUM_ICD10_3ST-C34;BERJ-2004;BUNDESLAND-7;GESCHLECHT-2;105
TUM_ICD10_3ST-C34;BERJ-2004;BUNDESLAND-8;GESCHLECHT-1;121
TUM_ICD10_3ST-C34;BERJ-2004;BUNDESLAND-8;GESCHLECHT-2;54
TUM_ICD10_3ST-C34;BERJ-2004;BUNDESLAND-9;GESCHLECHT-1;603
TUM_ICD10_3ST-C34;BERJ-2004;BUNDESLAND-9;GESCHLECHT-2;387
TUM_ICD10_3ST-C34;BERJ-2005;BUNDESLAND-1;GESCHLECHT-1;108
TUM_ICD10_3ST-C34;BERJ-2005;BUNDESLAND-1;GESCHLECHT-2;35
TUM_ICD10_3ST-C34;BERJ-2005;BUNDESLAND-2;GESCHLECHT-1;201
TUM_ICD10_3ST-C34;BERJ-2005;BUNDESLAND-2;GESCHLECHT-2;109
TUM_ICD10_3ST-C34;BERJ-2005;BUNDESLAND-3;GESCHLECHT-1;540
TUM_ICD10_3ST-C34;BERJ-2005;BUNDESLAND-3;GESCHLECHT-2;236
TUM_ICD10_3ST-C34;BERJ-2005;BUNDESLAND-4;GESCHLECHT-1;422
TUM_ICD10_3ST-C34;BERJ-2005;BUNDESLAND-4;GESCHLECHT-2;160
TUM_ICD10_3ST-C34;BERJ-2005;BUNDESLAND-5;GESCHLECHT-1;128
TUM_ICD10_3ST-C34;BERJ-2005;BUNDESLAND-5;GESCHLECHT-2;61
TUM_ICD10_3ST-C34;BERJ-2005;BUNDESLAND-6;GESCHLECHT-1;379
TUM_ICD10_3ST-C34;BERJ-2005;BUNDESLAND-6;GESCHLECHT-2;148
TUM_ICD10_3ST-C34;BERJ-2005;BUNDESLAND-7;GESCHLECHT-1;213
TUM_ICD10_3ST-C34;BERJ-2005;BUNDESLAND-7;GESCHLECHT-2;123
TUM_ICD10_3ST-C34;BERJ-2005;BUNDESLAND-8;GESCHLECHT-1;120
TUM_ICD10_3ST-C34;BERJ-2005;BUNDESLAND-8;GESCHLECHT-2;45
TUM_ICD10_3ST-C34;BERJ-2005;BUNDESLAND-9;GESCHLECHT-1;596
TUM_ICD10_3ST-C34;BERJ-2005;BUNDESLAND-9;GESCHLECHT-2;372
TUM_ICD10_3ST-C34;BERJ-2006;BUNDESLAND-1;GESCHLECHT-1;102
TUM_ICD10_3ST-C34;BERJ-2006;BUNDESLAND-1;GESCHLECHT-2;33
TUM_ICD10_3ST-C34;BERJ-2006;BUNDESLAND-2;GESCHLECHT-1;217
TUM_ICD10_3ST-C34;BERJ-2006;BUNDESLAND-2;GESCHLECHT-2;92
TUM_ICD10_3ST-C34;BERJ-2006;BUNDESLAND-3;GESCHLECHT-1;488
TUM_ICD10_3ST-C34;BERJ-2006;BUNDESLAND-3;GESCHLECHT-2;232
TUM_ICD10_3ST-C34;BERJ-2006;BUNDESLAND-4;GESCHLECHT-1;399
TUM_ICD10_3ST-C34;BERJ-2006;BUNDESLAND-4;GESCHLECHT-2;204
TUM_ICD10_3ST-C34;BERJ-2006;BUNDESLAND-5;GESCHLECHT-1;149
TUM_ICD10_3ST-C34;BERJ-2006;BUNDESLAND-5;GESCHLECHT-2;62
TUM_ICD10_3ST-C34;BERJ-2006;BUNDESLAND-6;GESCHLECHT-1;398
TUM_ICD10_3ST-C34;BERJ-2006;BUNDESLAND-6;GESCHLECHT-2;194
TUM_ICD10_3ST-C34;BERJ-2006;BUNDESLAND-7;GESCHLECHT-1;245
TUM_ICD10_3ST-C34;BERJ-2006;BUNDESLAND-7;GESCHLECHT-2;125
TUM_ICD10_3ST-C34;BERJ-2006;BUNDESLAND-8;GESCHLECHT-1;111
TUM_ICD10_3ST-C34;BERJ-2006;BUNDESLAND-8;GESCHLECHT-2;48
TUM_ICD10_3ST-C34;BERJ-2006;BUNDESLAND-9;GESCHLECHT-1;593
TUM_ICD10_3ST-C34;BERJ-2006;BUNDESLAND-9;GESCHLECHT-2;402
TUM_ICD10_3ST-C34;BERJ-2007;BUNDESLAND-1;GESCHLECHT-1;110
TUM_ICD10_3ST-C34;BERJ-2007;BUNDESLAND-1;GESCHLECHT-2;33
TUM_ICD10_3ST-C34;BERJ-2007;BUNDESLAND-2;GESCHLECHT-1;214
TUM_ICD10_3ST-C34;BERJ-2007;BUNDESLAND-2;GESCHLECHT-2;118
TUM_ICD10_3ST-C34;BERJ-2007;BUNDESLAND-3;GESCHLECHT-1;518
TUM_ICD10_3ST-C34;BERJ-2007;BUNDESLAND-3;GESCHLECHT-2;273
TUM_ICD10_3ST-C34;BERJ-2007;BUNDESLAND-4;GESCHLECHT-1;402
TUM_ICD10_3ST-C34;BERJ-2007;BUNDESLAND-4;GESCHLECHT-2;188
TUM_ICD10_3ST-C34;BERJ-2007;BUNDESLAND-5;GESCHLECHT-1;121
TUM_ICD10_3ST-C34;BERJ-2007;BUNDESLAND-5;GESCHLECHT-2;77
TUM_ICD10_3ST-C34;BERJ-2007;BUNDESLAND-6;GESCHLECHT-1;398
TUM_ICD10_3ST-C34;BERJ-2007;BUNDESLAND-6;GESCHLECHT-2;205
TUM_ICD10_3ST-C34;BERJ-2007;BUNDESLAND-7;GESCHLECHT-1;256
TUM_ICD10_3ST-C34;BERJ-2007;BUNDESLAND-7;GESCHLECHT-2;109
TUM_ICD10_3ST-C34;BERJ-2007;BUNDESLAND-8;GESCHLECHT-1;131
TUM_ICD10_3ST-C34;BERJ-2007;BUNDESLAND-8;GESCHLECHT-2;53
TUM_ICD10_3ST-C34;BERJ-2007;BUNDESLAND-9;GESCHLECHT-1;633
TUM_ICD10_3ST-C34;BERJ-2007;BUNDESLAND-9;GESCHLECHT-2;457
TUM_ICD10_3ST-C34;BERJ-2008;BUNDESLAND-1;GESCHLECHT-1;107
TUM_ICD10_3ST-C34;BERJ-2008;BUNDESLAND-1;GESCHLECHT-2;50
TUM_ICD10_3ST-C34;BERJ-2008;BUNDESLAND-2;GESCHLECHT-1;224
TUM_ICD10_3ST-C34;BERJ-2008;BUNDESLAND-2;GESCHLECHT-2;114
TUM_ICD10_3ST-C34;BERJ-2008;BUNDESLAND-3;GESCHLECHT-1;575
TUM_ICD10_3ST-C34;BERJ-2008;BUNDESLAND-3;GESCHLECHT-2;264
TUM_ICD10_3ST-C34;BERJ-2008;BUNDESLAND-4;GESCHLECHT-1;382
TUM_ICD10_3ST-C34;BERJ-2008;BUNDESLAND-4;GESCHLECHT-2;213
TUM_ICD10_3ST-C34;BERJ-2008;BUNDESLAND-5;GESCHLECHT-1;157
TUM_ICD10_3ST-C34;BERJ-2008;BUNDESLAND-5;GESCHLECHT-2;86
TUM_ICD10_3ST-C34;BERJ-2008;BUNDESLAND-6;GESCHLECHT-1;396
TUM_ICD10_3ST-C34;BERJ-2008;BUNDESLAND-6;GESCHLECHT-2;179
TUM_ICD10_3ST-C34;BERJ-2008;BUNDESLAND-7;GESCHLECHT-1;255
TUM_ICD10_3ST-C34;BERJ-2008;BUNDESLAND-7;GESCHLECHT-2;150
TUM_ICD10_3ST-C34;BERJ-2008;BUNDESLAND-8;GESCHLECHT-1;104
TUM_ICD10_3ST-C34;BERJ-2008;BUNDESLAND-8;GESCHLECHT-2;53
TUM_ICD10_3ST-C34;BERJ-2008;BUNDESLAND-9;GESCHLECHT-1;670
TUM_ICD10_3ST-C34;BERJ-2008;BUNDESLAND-9;GESCHLECHT-2;438
TUM_ICD10_3ST-C34;BERJ-2009;BUNDESLAND-1;GESCHLECHT-1;104
TUM_ICD10_3ST-C34;BERJ-2009;BUNDESLAND-1;GESCHLECHT-2;49
TUM_ICD10_3ST-C34;BERJ-2009;BUNDESLAND-2;GESCHLECHT-1;234
TUM_ICD10_3ST-C34;BERJ-2009;BUNDESLAND-2;GESCHLECHT-2;108
TUM_ICD10_3ST-C34;BERJ-2009;BUNDESLAND-3;GESCHLECHT-1;529
TUM_ICD10_3ST-C34;BERJ-2009;BUNDESLAND-3;GESCHLECHT-2;301
TUM_ICD10_3ST-C34;BERJ-2009;BUNDESLAND-4;GESCHLECHT-1;440
TUM_ICD10_3ST-C34;BERJ-2009;BUNDESLAND-4;GESCHLECHT-2;206
TUM_ICD10_3ST-C34;BERJ-2009;BUNDESLAND-5;GESCHLECHT-1;140
TUM_ICD10_3ST-C34;BERJ-2009;BUNDESLAND-5;GESCHLECHT-2;94
TUM_ICD10_3ST-C34;BERJ-2009;BUNDESLAND-6;GESCHLECHT-1;399
TUM_ICD10_3ST-C34;BERJ-2009;BUNDESLAND-6;GESCHLECHT-2;205
TUM_ICD10_3ST-C34;BERJ-2009;BUNDESLAND-7;GESCHLECHT-1;248
TUM_ICD10_3ST-C34;BERJ-2009;BUNDESLAND-7;GESCHLECHT-2;146
TUM_ICD10_3ST-C34;BERJ-2009;BUNDESLAND-8;GESCHLECHT-1;134
TUM_ICD10_3ST-C34;BERJ-2009;BUNDESLAND-8;GESCHLECHT-2;49
TUM_ICD10_3ST-C34;BERJ-2009;BUNDESLAND-9;GESCHLECHT-1;652
TUM_ICD10_3ST-C34;BERJ-2009;BUNDESLAND-9;GESCHLECHT-2;408
TUM_ICD10_3ST-C34;BERJ-2010;BUNDESLAND-1;GESCHLECHT-1;103
TUM_ICD10_3ST-C34;BERJ-2010;BUNDESLAND-1;GESCHLECHT-2;43
TUM_ICD10_3ST-C34;BERJ-2010;BUNDESLAND-2;GESCHLECHT-1;197
TUM_ICD10_3ST-C34;BERJ-2010;BUNDESLAND-2;GESCHLECHT-2;123
TUM_ICD10_3ST-C34;BERJ-2010;BUNDESLAND-3;GESCHLECHT-1;514
TUM_ICD10_3ST-C34;BERJ-2010;BUNDESLAND-3;GESCHLECHT-2;283
TUM_ICD10_3ST-C34;BERJ-2010;BUNDESLAND-4;GESCHLECHT-1;431
TUM_ICD10_3ST-C34;BERJ-2010;BUNDESLAND-4;GESCHLECHT-2;215
TUM_ICD10_3ST-C34;BERJ-2010;BUNDESLAND-5;GESCHLECHT-1;158
TUM_ICD10_3ST-C34;BERJ-2010;BUNDESLAND-5;GESCHLECHT-2;86
TUM_ICD10_3ST-C34;BERJ-2010;BUNDESLAND-6;GESCHLECHT-1;379
TUM_ICD10_3ST-C34;BERJ-2010;BUNDESLAND-6;GESCHLECHT-2;226
TUM_ICD10_3ST-C34;BERJ-2010;BUNDESLAND-7;GESCHLECHT-1;281
TUM_ICD10_3ST-C34;BERJ-2010;BUNDESLAND-7;GESCHLECHT-2;129
TUM_ICD10_3ST-C34;BERJ-2010;BUNDESLAND-8;GESCHLECHT-1;113
TUM_ICD10_3ST-C34;BERJ-2010;BUNDESLAND-8;GESCHLECHT-2;76
TUM_ICD10_3ST-C34;BERJ-2010;BUNDESLAND-9;GESCHLECHT-1;633
TUM_ICD10_3ST-C34;BERJ-2010;BUNDESLAND-9;GESCHLECHT-2;419
TUM_ICD10_3ST-C34;BERJ-2011;BUNDESLAND-1;GESCHLECHT-1;104
TUM_ICD10_3ST-C34;BERJ-2011;BUNDESLAND-1;GESCHLECHT-2;46
TUM_ICD10_3ST-C34;BERJ-2011;BUNDESLAND-2;GESCHLECHT-1;218
TUM_ICD10_3ST-C34;BERJ-2011;BUNDESLAND-2;GESCHLECHT-2;129
TUM_ICD10_3ST-C34;BERJ-2011;BUNDESLAND-3;GESCHLECHT-1;545
TUM_ICD10_3ST-C34;BERJ-2011;BUNDESLAND-3;GESCHLECHT-2;307
TUM_ICD10_3ST-C34;BERJ-2011;BUNDESLAND-4;GESCHLECHT-1;428
TUM_ICD10_3ST-C34;BERJ-2011;BUNDESLAND-4;GESCHLECHT-2;248
TUM_ICD10_3ST-C34;BERJ-2011;BUNDESLAND-5;GESCHLECHT-1;156
TUM_ICD10_3ST-C34;BERJ-2011;BUNDESLAND-5;GESCHLECHT-2;81
TUM_ICD10_3ST-C34;BERJ-2011;BUNDESLAND-6;GESCHLECHT-1;390
TUM_ICD10_3ST-C34;BERJ-2011;BUNDESLAND-6;GESCHLECHT-2;233
TUM_ICD10_3ST-C34;BERJ-2011;BUNDESLAND-7;GESCHLECHT-1;243
TUM_ICD10_3ST-C34;BERJ-2011;BUNDESLAND-7;GESCHLECHT-2;139
TUM_ICD10_3ST-C34;BERJ-2011;BUNDESLAND-8;GESCHLECHT-1;116
TUM_ICD10_3ST-C34;BERJ-2011;BUNDESLAND-8;GESCHLECHT-2;45
TUM_ICD10_3ST-C34;BERJ-2011;BUNDESLAND-9;GESCHLECHT-1;590
TUM_ICD10_3ST-C34;BERJ-2011;BUNDESLAND-9;GESCHLECHT-2;486
TUM_ICD10_3ST-C34;BERJ-2012;BUNDESLAND-1;GESCHLECHT-1;122
TUM_ICD10_3ST-C34;BERJ-2012;BUNDESLAND-1;GESCHLECHT-2;45
TUM_ICD10_3ST-C34;BERJ-2012;BUNDESLAND-2;GESCHLECHT-1;185
TUM_ICD10_3ST-C34;BERJ-2012;BUNDESLAND-2;GESCHLECHT-2;145
TUM_ICD10_3ST-C34;BERJ-2012;BUNDESLAND-3;GESCHLECHT-1;586
TUM_ICD10_3ST-C34;BERJ-2012;BUNDESLAND-3;GESCHLECHT-2;329
TUM_ICD10_3ST-C34;BERJ-2012;BUNDESLAND-4;GESCHLECHT-1;406
TUM_ICD10_3ST-C34;BERJ-2012;BUNDESLAND-4;GESCHLECHT-2;236
TUM_ICD10_3ST-C34;BERJ-2012;BUNDESLAND-5;GESCHLECHT-1;129
TUM_ICD10_3ST-C34;BERJ-2012;BUNDESLAND-5;GESCHLECHT-2;87
TUM_ICD10_3ST-C34;BERJ-2012;BUNDESLAND-6;GESCHLECHT-1;416
TUM_ICD10_3ST-C34;BERJ-2012;BUNDESLAND-6;GESCHLECHT-2;228
TUM_ICD10_3ST-C34;BERJ-2012;BUNDESLAND-7;GESCHLECHT-1;249
TUM_ICD10_3ST-C34;BERJ-2012;BUNDESLAND-7;GESCHLECHT-2;161
TUM_ICD10_3ST-C34;BERJ-2012;BUNDESLAND-8;GESCHLECHT-1;136
TUM_ICD10_3ST-C34;BERJ-2012;BUNDESLAND-8;GESCHLECHT-2;68
TUM_ICD10_3ST-C34;BERJ-2012;BUNDESLAND-9;GESCHLECHT-1;717
TUM_ICD10_3ST-C34;BERJ-2012;BUNDESLAND-9;GESCHLECHT-2;496
TUM_ICD10_3ST-C34;BERJ-2013;BUNDESLAND-1;GESCHLECHT-1;127
TUM_ICD10_3ST-C34;BERJ-2013;BUNDESLAND-1;GESCHLECHT-2;60
TUM_ICD10_3ST-C34;BERJ-2013;BUNDESLAND-2;GESCHLECHT-1;223
TUM_ICD10_3ST-C34;BERJ-2013;BUNDESLAND-2;GESCHLECHT-2;138
TUM_ICD10_3ST-C34;BERJ-2013;BUNDESLAND-3;GESCHLECHT-1;543
TUM_ICD10_3ST-C34;BERJ-2013;BUNDESLAND-3;GESCHLECHT-2;358
TUM_ICD10_3ST-C34;BERJ-2013;BUNDESLAND-4;GESCHLECHT-1;359
TUM_ICD10_3ST-C34;BERJ-2013;BUNDESLAND-4;GESCHLECHT-2;209
TUM_ICD10_3ST-C34;BERJ-2013;BUNDESLAND-5;GESCHLECHT-1;150
TUM_ICD10_3ST-C34;BERJ-2013;BUNDESLAND-5;GESCHLECHT-2;100
TUM_ICD10_3ST-C34;BERJ-2013;BUNDESLAND-6;GESCHLECHT-1;388
TUM_ICD10_3ST-C34;BERJ-2013;BUNDESLAND-6;GESCHLECHT-2;243
TUM_ICD10_3ST-C34;BERJ-2013;BUNDESLAND-7;GESCHLECHT-1;249
TUM_ICD10_3ST-C34;BERJ-2013;BUNDESLAND-7;GESCHLECHT-2;168
TUM_ICD10_3ST-C34;BERJ-2013;BUNDESLAND-8;GESCHLECHT-1;123
TUM_ICD10_3ST-C34;BERJ-2013;BUNDESLAND-8;GESCHLECHT-2;69
TUM_ICD10_3ST-C34;BERJ-2013;BUNDESLAND-9;GESCHLECHT-1;668
TUM_ICD10_3ST-C34;BERJ-2013;BUNDESLAND-9;GESCHLECHT-2;490
TUM_ICD10_3ST-C34;BERJ-2014;BUNDESLAND-1;GESCHLECHT-1;97
TUM_ICD10_3ST-C34;BERJ-2014;BUNDESLAND-1;GESCHLECHT-2;60
TUM_ICD10_3ST-C34;BERJ-2014;BUNDESLAND-2;GESCHLECHT-1;237
TUM_ICD10_3ST-C34;BERJ-2014;BUNDESLAND-2;GESCHLECHT-2;131
TUM_ICD10_3ST-C34;BERJ-2014;BUNDESLAND-3;GESCHLECHT-1;628
TUM_ICD10_3ST-C34;BERJ-2014;BUNDESLAND-3;GESCHLECHT-2;380
TUM_ICD10_3ST-C34;BERJ-2014;BUNDESLAND-4;GESCHLECHT-1;388
TUM_ICD10_3ST-C34;BERJ-2014;BUNDESLAND-4;GESCHLECHT-2;202
TUM_ICD10_3ST-C34;BERJ-2014;BUNDESLAND-5;GESCHLECHT-1;147
TUM_ICD10_3ST-C34;BERJ-2014;BUNDESLAND-5;GESCHLECHT-2;96
TUM_ICD10_3ST-C34;BERJ-2014;BUNDESLAND-6;GESCHLECHT-1;441
TUM_ICD10_3ST-C34;BERJ-2014;BUNDESLAND-6;GESCHLECHT-2;249
TUM_ICD10_3ST-C34;BERJ-2014;BUNDESLAND-7;GESCHLECHT-1;267
TUM_ICD10_3ST-C34;BERJ-2014;BUNDESLAND-7;GESCHLECHT-2;163
TUM_ICD10_3ST-C34;BERJ-2014;BUNDESLAND-8;GESCHLECHT-1;146
TUM_ICD10_3ST-C34;BERJ-2014;BUNDESLAND-8;GESCHLECHT-2;85
TUM_ICD10_3ST-C34;BERJ-2014;BUNDESLAND-9;GESCHLECHT-1;700
TUM_ICD10_3ST-C34;BERJ-2014;BUNDESLAND-9;GESCHLECHT-2;542
TUM_ICD10_3ST-C34;BERJ-2015;BUNDESLAND-1;GESCHLECHT-1;111
TUM_ICD10_3ST-C34;BERJ-2015;BUNDESLAND-1;GESCHLECHT-2;53
TUM_ICD10_3ST-C34;BERJ-2015;BUNDESLAND-2;GESCHLECHT-1;198
TUM_ICD10_3ST-C34;BERJ-2015;BUNDESLAND-2;GESCHLECHT-2;130
TUM_ICD10_3ST-C34;BERJ-2015;BUNDESLAND-3;GESCHLECHT-1;663
TUM_ICD10_3ST-C34;BERJ-2015;BUNDESLAND-3;GESCHLECHT-2;400
TUM_ICD10_3ST-C34;BERJ-2015;BUNDESLAND-4;GESCHLECHT-1;408
TUM_ICD10_3ST-C34;BERJ-2015;BUNDESLAND-4;GESCHLECHT-2;231
TUM_ICD10_3ST-C34;BERJ-2015;BUNDESLAND-5;GESCHLECHT-1;151
TUM_ICD10_3ST-C34;BERJ-2015;BUNDESLAND-5;GESCHLECHT-2;90
TUM_ICD10_3ST-C34;BERJ-2015;BUNDESLAND-6;GESCHLECHT-1;399
TUM_ICD10_3ST-C34;BERJ-2015;BUNDESLAND-6;GESCHLECHT-2;265
TUM_ICD10_3ST-C34;BERJ-2015;BUNDESLAND-7;GESCHLECHT-1;260
TUM_ICD10_3ST-C34;BERJ-2015;BUNDESLAND-7;GESCHLECHT-2;173
TUM_ICD10_3ST-C34;BERJ-2015;BUNDESLAND-8;GESCHLECHT-1;95
TUM_ICD10_3ST-C34;BERJ-2015;BUNDESLAND-8;GESCHLECHT-2;71
TUM_ICD10_3ST-C34;BERJ-2015;BUNDESLAND-9;GESCHLECHT-1;764
TUM_ICD10_3ST-C34;BERJ-2015;BUNDESLAND-9;GESCHLECHT-2;521
TUM_ICD10_3ST-C34;BERJ-2016;BUNDESLAND-1;GESCHLECHT-1;95
TUM_ICD10_3ST-C34;BERJ-2016;BUNDESLAND-1;GESCHLECHT-2;59
TUM_ICD10_3ST-C34;BERJ-2016;BUNDESLAND-2;GESCHLECHT-1;201
TUM_ICD10_3ST-C34;BERJ-2016;BUNDESLAND-2;GESCHLECHT-2;145
TUM_ICD10_3ST-C34;BERJ-2016;BUNDESLAND-3;GESCHLECHT-1;644
TUM_ICD10_3ST-C34;BERJ-2016;BUNDESLAND-3;GESCHLECHT-2;421
TUM_ICD10_3ST-C34;BERJ-2016;BUNDESLAND-4;GESCHLECHT-1;405
TUM_ICD10_3ST-C34;BERJ-2016;BUNDESLAND-4;GESCHLECHT-2;241
TUM_ICD10_3ST-C34;BERJ-2016;BUNDESLAND-5;GESCHLECHT-1;158
TUM_ICD10_3ST-C34;BERJ-2016;BUNDESLAND-5;GESCHLECHT-2;113
TUM_ICD10_3ST-C34;BERJ-2016;BUNDESLAND-6;GESCHLECHT-1;377
TUM_ICD10_3ST-C34;BERJ-2016;BUNDESLAND-6;GESCHLECHT-2;254
TUM_ICD10_3ST-C34;BERJ-2016;BUNDESLAND-7;GESCHLECHT-1;234
TUM_ICD10_3ST-C34;BERJ-2016;BUNDESLAND-7;GESCHLECHT-2;173
TUM_ICD10_3ST-C34;BERJ-2016;BUNDESLAND-8;GESCHLECHT-1;124
TUM_ICD10_3ST-C34;BERJ-2016;BUNDESLAND-8;GESCHLECHT-2;67
TUM_ICD10_3ST-C34;BERJ-2016;BUNDESLAND-9;GESCHLECHT-1;728
TUM_ICD10_3ST-C34;BERJ-2016;BUNDESLAND-9;GESCHLECHT-2;612
TUM_ICD10_3ST-C34;BERJ-2017;BUNDESLAND-1;GESCHLECHT-1;113
TUM_ICD10_3ST-C34;BERJ-2017;BUNDESLAND-1;GESCHLECHT-2;65
TUM_ICD10_3ST-C34;BERJ-2017;BUNDESLAND-2;GESCHLECHT-1;206
TUM_ICD10_3ST-C34;BERJ-2017;BUNDESLAND-2;GESCHLECHT-2;162
TUM_ICD10_3ST-C34;BERJ-2017;BUNDESLAND-3;GESCHLECHT-1;605
TUM_ICD10_3ST-C34;BERJ-2017;BUNDESLAND-3;GESCHLECHT-2;386
TUM_ICD10_3ST-C34;BERJ-2017;BUNDESLAND-4;GESCHLECHT-1;410
